project_name,task_id,update_phase,task_name,baseline_end_date,actual_finish,slip_days,severity_score,change_type
Gamma,tsk-021,Update_004,Task 021,2025-06-03,2025-06-18,15.0,10.0,Initial
Gamma,tsk-021,Update_005,Task 021,2025-06-03,2025-06-18,15.0,10.0,No Change
Gamma,tsk-021,Update_006,Task 021,2025-06-03,2025-06-18,15.0,10.0,No Change
Gamma,tsk-021,Update_007,Task 021,NA,NA,0.0,0.0,Initial
Gamma,tsk-021,Update_008,Task 021,2025-06-03,2025-06-18,15.0,10.0,Initial
Gamma,tsk-021,Update_009,Task 021,2025-06-03,2025-06-18,15.0,10.0,No Change
Gamma,tsk-021,Update_010,Task 021,2025-06-03,2025-06-18,15.0,10.0,No Change
Gamma,tsk-021,Update_011,Task 021,2025-06-03,2025-06-18,15.0,10.0,No Change
Gamma,tsk-021,Update_012,Task 021,2025-06-03,2025-06-18,15.0,10.0,No Change
Gamma,tsk-021,Update_013,Task 021,2025-06-03,2025-04-22,-42.0,0.0,Recovered
Gamma,tsk-021,Update_014,Task 021,2025-06-03,2025-04-22,-42.0,0.0,No Change
Gamma,tsk-021,Update_015,Task 021,2025-06-03,2025-04-22,-42.0,0.0,No Change
Gamma,tsk-022,Update_001,Task 022,2025-06-14,NA,0.0,0.0,Initial
Gamma,tsk-022,Update_002,Task 022,2025-06-14,NA,0.0,0.0,Initial
Gamma,tsk-022,Update_003,Task 022,2025-06-14,NA,0.0,0.0,Initial
Gamma,tsk-022,Update_004,Task 022,2025-06-14,2025-08-02,49.0,10.0,Initial
Gamma,tsk-022,Update_005,Task 022,2025-06-14,2025-08-02,49.0,10.0,No Change
Gamma,tsk-022,Update_006,Task 022,2025-06-14,2025-08-02,49.0,10.0,No Change
Gamma,tsk-022,Update_007,Task 022,NA,NA,0.0,0.0,Initial
Gamma,tsk-022,Update_008,Task 022,2025-06-14,2025-08-02,49.0,10.0,Initial
Gamma,tsk-022,Update_009,Task 022,2025-06-14,2025-08-02,49.0,10.0,No Change
Gamma,tsk-022,Update_010,Task 022,2025-06-14,2025-08-02,49.0,10.0,No Change
Gamma,tsk-022,Update_011,Task 022,2025-06-14,2025-08-02,49.0,10.0,No Change
Gamma,tsk-022,Update_012,Task 022,2025-06-14,2025-08-02,49.0,10.0,No Change
Gamma,tsk-022,Update_013,Task 022,2025-06-14,2025-08-02,49.0,10.0,No Change
Gamma,tsk-022,Update_014,Task 022,2025-06-14,2025-08-02,49.0,10.0,No Change
Gamma,tsk-022,Update_015,Task 022,2025-06-14,2025-08-02,49.0,10.0,No Change
Gamma,tsk-023,Update_001,Task 023,2025-02-03,NA,0.0,0.0,Initial
Gamma,tsk-023,Update_002,Task 023,2025-02-03,2025-03-28,53.0,10.0,Initial
Gamma,tsk-023,Update_003,Task 023,2025-02-03,2025-03-28,53.0,10.0,No Change
Gamma,tsk-023,Update_004,Task 023,2025-02-03,2025-03-28,53.0,10.0,No Change
Gamma,tsk-023,Update_005,Task 023,2025-02-03,2025-03-28,53.0,10.0,No Change
Gamma,tsk-023,Update_006,Task 023,2025-02-03,2025-03-28,53.0,10.0,No Change
Gamma,tsk-023,Update_007,Task 023,NA,NA,0.0,0.0,Initial
Gamma,tsk-023,Update_008,Task 023,2025-02-03,2025-03-28,53.0,10.0,Initial
Gamma,tsk-023,Update_009,Task 023,2025-02-03,2025-03-28,53.0,10.0,No Change
Gamma,tsk-023,Update_010,Task 023,2025-02-03,2025-03-28,53.0,10.0,No Change
Gamma,tsk-023,Update_011,Task 023,2025-02-03,2025-03-28,53.0,10.0,No Change
Gamma,tsk-023,Update_012,Task 023,2025-02-03,2025-04-06,62.0,10.0,Slipped Further
Gamma,tsk-023,Update_013,Task 023,2025-02-03,2025-04-06,62.0,10.0,No Change
Gamma,tsk-023,Update_014,Task 023,2025-02-03,2025-04-06,62.0,10.0,No Change
Gamma,tsk-023,Update_015,Task 023,2025-02-03,2025-04-06,62.0,10.0,No Change
Gamma,tsk-024,Update_001,Task 024,2025-05-11,NA,0.0,0.0,Initial
Gamma,tsk-024,Update_002,Task 024,2025-05-11,NA,0.0,0.0,Initial
Gamma,tsk-024,Update_003,Task 024,2025-05-11,NA,0.0,0.0,Initial
Gamma,tsk-024,Update_004,Task 024,2025-05-11,NA,0.0,0.0,Initial
Gamma,tsk-024,Update_005,Task 024,2025-05-11,NA,0.0,0.0,Initial
Gamma,tsk-024,Update_006,Task 024,2025-05-11,NA,0.0,0.0,Initial
Gamma,tsk-024,Update_007,Task 024,NA,NA,0.0,0.0,Initial
Gamma,tsk-024,Update_008,Task 024,2025-05-11,2025-06-01,21.0,10.0,Initial
Gamma,tsk-024,Update_009,Task 024,2025-05-11,2025-06-01,21.0,10.0,No Change
Gamma,tsk-024,Update_010,Task 024,2025-05-11,2025-06-01,21.0,10.0,No Change
Gamma,tsk-024,Update_011,Task 024,2025-05-11,2025-06-01,21.0,10.0,No Change
Gamma,tsk-024,Update_012,Task 024,2025-05-11,2025-06-01,21.0,10.0,No Change
Gamma,tsk-024,Update_013,Task 024,2025-05-11,2025-06-01,21.0,10.0,No Change
Gamma,tsk-024,Update_014,Task 024,2025-05-11,2025-06-01,21.0,10.0,No Change
Gamma,tsk-024,Update_015,Task 024,2025-05-11,2025-06-01,21.0,10.0,No Change
Gamma,tsk-025,Update_001,Task 025,2025-08-25,NA,0.0,0.0,Initial
Gamma,tsk-025,Update_002,Task 025,2025-08-25,NA,0.0,0.0,Initial
Gamma,tsk-025,Update_003,Task 025,2025-08-25,NA,0.0,0.0,Initial
Gamma,tsk-025,Update_004,Task 025,2025-08-25,NA,0.0,0.0,Initial
Gamma,tsk-025,Update_005,Task 025,2025-08-25,NA,0.0,0.0,Initial
Gamma,tsk-025,Update_006,Task 025,2025-08-25,NA,0.0,0.0,Initial
Gamma,tsk-025,Update_007,Task 025,NA,NA,0.0,0.0,Initial
Gamma,tsk-025,Update_008,Task 025,2025-08-25,2025-10-20,56.0,10.0,Initial
Gamma,tsk-025,Update_009,Task 025,2025-08-25,2025-10-20,56.0,10.0,No Change
Gamma,tsk-025,Update_010,Task 025,2025-08-25,2025-10-20,56.0,10.0,No Change
Gamma,tsk-025,Update_011,Task 025,2025-08-25,2025-10-20,56.0,10.0,No Change
Gamma,tsk-025,Update_012,Task 025,2025-08-25,2025-10-20,56.0,10.0,No Change
Gamma,tsk-025,Update_013,Task 025,2025-08-25,2025-10-20,56.0,10.0,No Change
Gamma,tsk-025,Update_014,Task 025,2025-08-25,2025-10-20,56.0,10.0,No Change
Gamma,tsk-025,Update_015,Task 025,2025-08-25,2025-10-20,56.0,10.0,No Change
Gamma,tsk-026,Update_001,Task 026,2025-06-07,NA,0.0,0.0,Initial
Gamma,tsk-026,Update_002,Task 026,2025-06-07,2025-06-20,13.0,10.0,Initial
Gamma,tsk-026,Update_003,Task 026,2025-06-07,2025-06-20,13.0,10.0,No Change
Gamma,tsk-026,Update_004,Task 026,2025-06-07,2025-06-20,13.0,10.0,No Change
Gamma,tsk-026,Update_005,Task 026,2025-06-07,2025-06-20,13.0,10.0,No Change
Gamma,tsk-026,Update_006,Task 026,2025-06-07,2025-06-20,13.0,10.0,No Change
Gamma,tsk-026,Update_007,Task 026,NA,NA,0.0,0.0,Initial
Gamma,tsk-026,Update_008,Task 026,2025-06-07,2025-06-20,13.0,10.0,Initial
Gamma,tsk-026,Update_009,Task 026,2025-06-07,2025-06-20,13.0,10.0,No Change
Gamma,tsk-026,Update_010,Task 026,2025-06-07,2025-06-20,13.0,10.0,No Change
Gamma,tsk-026,Update_011,Task 026,2025-06-07,2025-06-20,13.0,10.0,No Change
Gamma,tsk-026,Update_012,Task 026,2025-06-07,2025-06-20,13.0,10.0,No Change
Gamma,tsk-026,Update_013,Task 026,2025-06-07,2025-06-20,13.0,10.0,No Change
Gamma,tsk-026,Update_014,Task 026,2025-06-07,2025-06-20,13.0,10.0,No Change
Gamma,tsk-026,Update_015,Task 026,2025-06-07,2025-06-20,13.0,10.0,No Change
Gamma,tsk-027,Update_001,Task 027,2025-10-04,NA,0.0,0.0,Initial
Gamma,tsk-027,Update_002,Task 027,2025-10-04,2025-10-27,23.0,10.0,Initial
Gamma,tsk-027,Update_003,Task 027,2025-10-04,2025-12-03,60.0,10.0,Slipped Further
Gamma,tsk-027,Update_004,Task 027,2025-10-04,2025-12-03,60.0,10.0,No Change
Gamma,tsk-027,Update_005,Task 027,2025-10-04,2025-12-03,60.0,10.0,No Change
Gamma,tsk-027,Update_006,Task 027,2025-10-04,2025-12-03,60.0,10.0,No Change
Gamma,tsk-027,Update_007,Task 027,NA,NA,0.0,0.0,Initial
Gamma,tsk-027,Update_008,Task 027,2025-10-04,2025-12-03,60.0,10.0,Initial
Gamma,tsk-027,Update_009,Task 027,2025-10-04,2025-12-03,60.0,10.0,No Change
Gamma,tsk-027,Update_010,Task 027,2025-10-04,2025-12-03,60.0,10.0,No Change
Gamma,tsk-027,Update_011,Task 027,2025-10-04,2025-12-03,60.0,10.0,No Change
Gamma,tsk-027,Update_012,Task 027,2025-10-04,2025-12-03,60.0,10.0,No Change
Gamma,tsk-027,Update_013,Task 027,2025-10-04,2025-12-03,60.0,10.0,No Change
Gamma,tsk-027,Update_014,Task 027,2025-10-04,2025-12-03,60.0,10.0,No Change
Gamma,tsk-027,Update_015,Task 027,2025-10-04,2025-12-03,60.0,10.0,No Change
Gamma,tsk-028,Update_001,Task 028,2025-03-31,NA,0.0,0.0,Initial
Gamma,tsk-028,Update_002,Task 028,2025-03-31,2025-05-09,39.0,10.0,Initial
Gamma,tsk-028,Update_003,Task 028,2025-03-31,2025-05-09,39.0,10.0,No Change
Gamma,tsk-028,Update_004,Task 028,2025-03-31,2025-05-09,39.0,10.0,No Change
Gamma,tsk-028,Update_005,Task 028,2025-03-31,2025-05-09,39.0,10.0,No Change
Gamma,tsk-028,Update_006,Task 028,2025-03-31,2025-05-09,39.0,10.0,No Change
Gamma,tsk-028,Update_007,Task 028,NA,NA,0.0,0.0,Initial
Gamma,tsk-028,Update_008,Task 028,2025-03-31,2025-05-09,39.0,10.0,Initial
Gamma,tsk-028,Update_009,Task 028,2025-03-31,2025-05-09,39.0,10.0,No Change
Gamma,tsk-028,Update_010,Task 028,2025-03-31,2025-05-09,39.0,10.0,No Change
Gamma,tsk-028,Update_011,Task 028,2025-03-31,2025-05-09,39.0,10.0,No Change
Gamma,tsk-028,Update_012,Task 028,2025-03-31,2025-05-09,39.0,10.0,No Change
Gamma,tsk-028,Update_013,Task 028,2025-03-31,2025-05-09,39.0,10.0,No Change
Gamma,tsk-028,Update_014,Task 028,2025-03-31,2025-05-09,39.0,10.0,No Change
Gamma,tsk-028,Update_015,Task 028,2025-03-31,2025-05-09,39.0,10.0,No Change
Gamma,tsk-029,Update_001,Task 029,2024-12-20,NA,0.0,0.0,Initial
Gamma,tsk-029,Update_002,Task 029,2024-12-20,NA,0.0,0.0,Initial
Gamma,tsk-029,Update_003,Task 029,2024-12-20,NA,0.0,0.0,Initial
Gamma,tsk-029,Update_004,Task 029,2024-12-20,NA,0.0,0.0,Initial
Gamma,tsk-029,Update_005,Task 029,2024-12-20,NA,0.0,0.0,Initial
Gamma,tsk-029,Update_006,Task 029,2024-12-20,NA,0.0,0.0,Initial
Gamma,tsk-029,Update_007,Task 029,NA,NA,0.0,0.0,Initial
Gamma,tsk-029,Update_008,Task 029,2024-12-20,2025-02-16,58.0,10.0,Initial
Gamma,tsk-029,Update_009,Task 029,2024-12-20,2025-02-16,58.0,10.0,No Change
Gamma,tsk-029,Update_010,Task 029,2024-12-20,2024-12-18,-2.0,0.0,Recovered
Gamma,tsk-029,Update_011,Task 029,2024-12-20,2024-12-18,-2.0,0.0,No Change
Gamma,tsk-029,Update_012,Task 029,2024-12-20,2024-12-18,-2.0,0.0,No Change
Gamma,tsk-029,Update_013,Task 029,2024-12-20,2024-12-18,-2.0,0.0,No Change
Gamma,tsk-029,Update_014,Task 029,2024-12-20,2024-12-18,-2.0,0.0,No Change
Gamma,tsk-029,Update_015,Task 029,2024-12-20,2024-12-18,-2.0,0.0,No Change
Gamma,tsk-030,Update_001,Task 030,2025-02-25,NA,0.0,0.0,Initial
Gamma,tsk-030,Update_002,Task 030,2025-02-25,NA,0.0,0.0,Initial
Gamma,tsk-030,Update_003,Task 030,2025-02-25,NA,0.0,0.0,Initial
Gamma,tsk-030,Update_004,Task 030,2025-02-25,NA,0.0,0.0,Initial
Gamma,tsk-030,Update_005,Task 030,2025-02-25,2025-03-12,15.0,10.0,Initial
Gamma,tsk-030,Update_006,Task 030,2025-02-25,2025-03-12,15.0,10.0,No Change
Gamma,tsk-030,Update_007,Task 030,NA,NA,0.0,0.0,Initial
Gamma,tsk-030,Update_008,Task 030,2025-02-25,2025-03-12,15.0,10.0,Initial
Gamma,tsk-030,Update_009,Task 030,2025-02-25,2025-03-12,15.0,10.0,No Change
Gamma,tsk-030,Update_010,Task 030,2025-02-25,2025-03-12,15.0,10.0,No Change
Gamma,tsk-030,Update_011,Task 030,2025-02-25,2025-05-05,69.0,10.0,Slipped Further
Gamma,tsk-030,Update_012,Task 030,2025-02-25,2025-05-05,69.0,10.0,No Change
Gamma,tsk-030,Update_013,Task 030,2025-02-25,2025-05-05,69.0,10.0,No Change
Gamma,tsk-030,Update_014,Task 030,2025-02-25,2025-05-05,69.0,10.0,No Change
Gamma,tsk-030,Update_015,Task 030,2025-02-25,2025-05-05,69.0,10.0,No Change
Gamma,tsk-031,Update_001,Task 031,2025-08-13,NA,0.0,0.0,Initial
Gamma,tsk-031,Update_002,Task 031,2025-08-13,NA,0.0,0.0,Initial
Gamma,tsk-031,Update_003,Task 031,2025-08-13,NA,0.0,0.0,Initial
Gamma,tsk-031,Update_004,Task 031,2025-08-13,NA,0.0,0.0,Initial
Gamma,tsk-031,Update_005,Task 031,2025-08-13,2025-09-10,28.0,10.0,Initial
Gamma,tsk-031,Update_006,Task 031,2025-08-13,2025-09-10,28.0,10.0,No Change
Gamma,tsk-031,Update_007,Task 031,NA,NA,0.0,0.0,Initial
Gamma,tsk-031,Update_008,Task 031,2025-08-13,2025-09-10,28.0,10.0,Initial
Gamma,tsk-031,Update_009,Task 031,2025-08-13,2025-09-10,28.0,10.0,No Change
Gamma,tsk-031,Update_010,Task 031,2025-08-13,2025-09-10,28.0,10.0,No Change
Gamma,tsk-031,Update_011,Task 031,2025-08-13,2025-09-10,28.0,10.0,No Change
Gamma,tsk-031,Update_012,Task 031,2025-08-13,2025-09-10,28.0,10.0,No Change
Gamma,tsk-031,Update_013,Task 031,2025-08-13,2025-09-10,28.0,10.0,No Change
Gamma,tsk-031,Update_014,Task 031,2025-08-13,2025-09-10,28.0,10.0,No Change
Gamma,tsk-031,Update_015,Task 031,2025-08-13,2025-09-10,28.0,10.0,No Change
Gamma,tsk-032,Update_001,Task 032,2025-10-13,NA,0.0,0.0,Initial
Gamma,tsk-032,Update_002,Task 032,2025-10-13,NA,0.0,0.0,Initial
Gamma,tsk-032,Update_003,Task 032,2025-10-13,2025-12-29,77.0,10.0,Initial
Gamma,tsk-032,Update_004,Task 032,2025-10-13,2025-12-29,77.0,10.0,No Change
Gamma,tsk-032,Update_005,Task 032,2025-10-13,2025-12-29,77.0,10.0,No Change
Gamma,tsk-032,Update_006,Task 032,2025-10-13,2025-12-29,77.0,10.0,No Change
Gamma,tsk-032,Update_007,Task 032,NA,NA,0.0,0.0,Initial
Gamma,tsk-032,Update_008,Task 032,2025-10-13,2025-12-29,77.0,10.0,Initial
Gamma,tsk-032,Update_009,Task 032,2025-10-13,2025-12-29,77.0,10.0,No Change
Gamma,tsk-032,Update_010,Task 032,2025-10-13,2025-12-29,77.0,10.0,No Change
Gamma,tsk-032,Update_011,Task 032,2025-10-13,2025-12-29,77.0,10.0,No Change
Gamma,tsk-032,Update_012,Task 032,2025-10-13,2025-12-29,77.0,10.0,No Change
Gamma,tsk-032,Update_013,Task 032,2025-10-13,2025-12-29,77.0,10.0,No Change
Gamma,tsk-032,Update_014,Task 032,2025-10-13,2025-12-29,77.0,10.0,No Change
Gamma,tsk-032,Update_015,Task 032,2025-10-13,2025-12-29,77.0,10.0,No Change
Gamma,tsk-033,Update_001,Task 033,2025-08-10,NA,0.0,0.0,Initial
Gamma,tsk-033,Update_002,Task 033,2025-08-10,NA,0.0,0.0,Initial
Gamma,tsk-033,Update_003,Task 033,2025-08-10,NA,0.0,0.0,Initial
Gamma,tsk-033,Update_004,Task 033,2025-08-10,NA,0.0,0.0,Initial
Gamma,tsk-033,Update_005,Task 033,2025-08-10,NA,0.0,0.0,Initial
Gamma,tsk-033,Update_006,Task 033,2025-08-10,NA,0.0,0.0,Initial
Gamma,tsk-033,Update_007,Task 033,NA,NA,0.0,0.0,Initial
Gamma,tsk-033,Update_008,Task 033,2025-08-10,NA,0.0,0.0,Initial
Gamma,tsk-033,Update_009,Task 033,2025-08-10,2025-08-17,7.0,7.0,Initial
Gamma,tsk-033,Update_010,Task 033,2025-08-10,2025-08-17,7.0,7.0,No Change
Gamma,tsk-033,Update_011,Task 033,2025-08-10,2025-08-17,7.0,7.0,No Change
Gamma,tsk-033,Update_012,Task 033,2025-08-10,2025-08-17,7.0,7.0,No Change
Gamma,tsk-033,Update_013,Task 033,2025-08-10,2025-08-17,7.0,7.0,No Change
Gamma,tsk-033,Update_014,Task 033,2025-08-10,2025-08-17,7.0,7.0,No Change
Gamma,tsk-033,Update_015,Task 033,2025-08-10,2025-08-17,7.0,7.0,No Change
Gamma,tsk-034,Update_001,Task 034,2025-03-10,NA,0.0,0.0,Initial
Gamma,tsk-034,Update_002,Task 034,2025-03-10,NA,0.0,0.0,Initial
Gamma,tsk-034,Update_003,Task 034,2025-03-10,2025-04-14,35.0,10.0,Initial
Gamma,tsk-034,Update_004,Task 034,2025-03-10,2025-04-14,35.0,10.0,No Change
Gamma,tsk-034,Update_005,Task 034,2025-03-10,2025-04-14,35.0,10.0,No Change
Gamma,tsk-034,Update_006,Task 034,2025-03-10,2025-04-14,35.0,10.0,No Change
Gamma,tsk-034,Update_007,Task 034,NA,NA,0.0,0.0,Initial
Gamma,tsk-034,Update_008,Task 034,2025-03-10,2025-04-14,35.0,10.0,Initial
Gamma,tsk-034,Update_009,Task 034,2025-03-10,2025-04-14,35.0,10.0,No Change
Gamma,tsk-034,Update_010,Task 034,2025-03-10,2025-04-20,41.0,10.0,Slipped Further
Gamma,tsk-034,Update_011,Task 034,2025-03-10,2025-04-20,41.0,10.0,No Change
Gamma,tsk-034,Update_012,Task 034,2025-03-10,2025-04-20,41.0,10.0,No Change
Gamma,tsk-034,Update_013,Task 034,2025-03-10,2025-04-20,41.0,10.0,No Change
Gamma,tsk-034,Update_014,Task 034,2025-03-10,2025-04-20,41.0,10.0,No Change
Gamma,tsk-034,Update_015,Task 034,2025-03-10,2025-04-20,41.0,10.0,No Change
Gamma,tsk-035,Update_001,Task 035,2025-03-03,NA,0.0,0.0,Initial
Gamma,tsk-035,Update_002,Task 035,2025-03-03,NA,0.0,0.0,Initial
Gamma,tsk-035,Update_003,Task 035,2025-03-03,2025-04-16,44.0,10.0,Initial
Gamma,tsk-035,Update_004,Task 035,2025-03-03,2025-04-16,44.0,10.0,No Change
Gamma,tsk-035,Update_005,Task 035,2025-03-03,2025-04-18,46.0,10.0,Slipped Further
Gamma,tsk-035,Update_006,Task 035,2025-03-03,2025-04-18,46.0,10.0,No Change
Gamma,tsk-035,Update_007,Task 035,NA,NA,0.0,0.0,Initial
Gamma,tsk-035,Update_008,Task 035,2025-03-03,2025-04-18,46.0,10.0,Initial
Gamma,tsk-035,Update_009,Task 035,2025-03-03,2025-04-18,46.0,10.0,No Change
Gamma,tsk-035,Update_010,Task 035,2025-03-03,2025-04-18,46.0,10.0,No Change
Gamma,tsk-035,Update_011,Task 035,2025-03-03,2025-04-18,46.0,10.0,No Change
Gamma,tsk-035,Update_012,Task 035,2025-03-03,2025-04-18,46.0,10.0,No Change
Gamma,tsk-035,Update_013,Task 035,2025-03-03,2025-04-18,46.0,10.0,No Change
Gamma,tsk-035,Update_014,Task 035,2025-03-03,2025-04-18,46.0,10.0,No Change
Gamma,tsk-035,Update_015,Task 035,2025-03-03,2025-04-18,46.0,10.0,No Change
Gamma,tsk-036,Update_001,Task 036,2025-08-29,NA,0.0,0.0,Initial
Gamma,tsk-036,Update_002,Task 036,2025-08-29,2025-10-19,51.0,10.0,Initial
Gamma,tsk-036,Update_003,Task 036,2025-08-29,2025-10-19,51.0,10.0,No Change
Gamma,tsk-036,Update_004,Task 036,2025-08-29,2025-10-19,51.0,10.0,No Change
Gamma,tsk-036,Update_005,Task 036,2025-08-29,2025-10-19,51.0,10.0,No Change
Gamma,tsk-036,Update_006,Task 036,2025-08-29,2025-10-19,51.0,10.0,No Change
Gamma,tsk-036,Update_007,Task 036,NA,NA,0.0,0.0,Initial
Gamma,tsk-036,Update_008,Task 036,2025-08-29,2025-10-19,51.0,10.0,Initial
Gamma,tsk-036,Update_009,Task 036,2025-08-29,2025-10-19,51.0,10.0,No Change
Gamma,tsk-036,Update_010,Task 036,2025-08-29,2025-10-19,51.0,10.0,No Change
Gamma,tsk-036,Update_011,Task 036,2025-08-29,2025-10-19,51.0,10.0,No Change
Gamma,tsk-036,Update_012,Task 036,2025-08-29,2025-10-19,51.0,10.0,No Change
Gamma,tsk-036,Update_013,Task 036,2025-08-29,2025-10-19,51.0,10.0,No Change
Gamma,tsk-036,Update_014,Task 036,2025-08-29,2025-10-19,51.0,10.0,No Change
Gamma,tsk-036,Update_015,Task 036,2025-08-29,2025-10-19,51.0,10.0,No Change
Gamma,tsk-037,Update_001,Task 037,2025-05-20,NA,0.0,0.0,Initial
Gamma,tsk-037,Update_002,Task 037,2025-05-20,NA,0.0,0.0,Initial
Gamma,tsk-037,Update_003,Task 037,2025-05-20,2025-04-27,-23.0,0.0,Initial
Gamma,tsk-037,Update_004,Task 037,2025-05-20,2025-04-27,-23.0,0.0,No Change
Gamma,tsk-037,Update_005,Task 037,2025-05-20,2025-04-27,-23.0,0.0,No Change
Gamma,tsk-037,Update_006,Task 037,2025-05-20,2025-04-27,-23.0,0.0,No Change
Gamma,tsk-037,Update_007,Task 037,NA,NA,0.0,0.0,Initial
Gamma,tsk-037,Update_008,Task 037,2025-05-20,2025-04-20,-30.0,0.0,Initial
Gamma,tsk-037,Update_009,Task 037,2025-05-20,2025-04-20,-30.0,0.0,No Change
Gamma,tsk-037,Update_010,Task 037,2025-05-20,2025-04-20,-30.0,0.0,No Change
Gamma,tsk-037,Update_011,Task 037,2025-05-20,2025-04-20,-30.0,0.0,No Change
Gamma,tsk-037,Update_012,Task 037,2025-05-20,2025-04-20,-30.0,0.0,No Change
Gamma,tsk-037,Update_013,Task 037,2025-05-20,2025-04-20,-30.0,0.0,No Change
Gamma,tsk-037,Update_014,Task 037,2025-05-20,2025-04-20,-30.0,0.0,No Change
Gamma,tsk-037,Update_015,Task 037,2025-05-20,2025-04-20,-30.0,0.0,No Change
Gamma,tsk-038,Update_001,Task 038,2025-10-27,NA,0.0,0.0,Initial
Gamma,tsk-038,Update_002,Task 038,2025-10-27,NA,0.0,0.0,Initial
Gamma,tsk-038,Update_003,Task 038,2025-10-27,NA,0.0,0.0,Initial
Gamma,tsk-038,Update_004,Task 038,2025-10-27,2025-12-28,62.0,10.0,Initial
Gamma,tsk-038,Update_005,Task 038,2025-10-27,2025-12-28,62.0,10.0,No Change
Gamma,tsk-038,Update_006,Task 038,2025-10-27,2026-02-19,115.0,10.0,Slipped Further
Gamma,tsk-038,Update_007,Task 038,NA,NA,0.0,0.0,Initial
Gamma,tsk-038,Update_008,Task 038,2025-10-27,2026-02-19,115.0,10.0,Initial
Gamma,tsk-038,Update_009,Task 038,2025-10-27,2026-02-19,115.0,10.0,No Change
Gamma,tsk-038,Update_010,Task 038,2025-10-27,2026-02-19,115.0,10.0,No Change
Gamma,tsk-038,Update_011,Task 038,2025-10-27,2026-02-19,115.0,10.0,No Change
Gamma,tsk-038,Update_012,Task 038,2025-10-27,2026-02-19,115.0,10.0,No Change
Gamma,tsk-038,Update_013,Task 038,2025-10-27,2026-02-19,115.0,10.0,No Change
Gamma,tsk-038,Update_014,Task 038,2025-10-27,2026-02-19,115.0,10.0,No Change
Gamma,tsk-038,Update_015,Task 038,2025-10-27,2026-02-19,115.0,10.0,No Change
Gamma,tsk-039,Update_001,Task 039,2025-07-04,NA,0.0,0.0,Initial
Gamma,tsk-039,Update_002,Task 039,2025-07-04,NA,0.0,0.0,Initial
Gamma,tsk-039,Update_003,Task 039,2025-07-04,NA,0.0,0.0,Initial
Gamma,tsk-039,Update_004,Task 039,2025-07-04,2025-07-30,26.0,10.0,Initial
Gamma,tsk-039,Update_005,Task 039,2025-07-04,2025-07-30,26.0,10.0,No Change
Gamma,tsk-039,Update_006,Task 039,2025-07-04,2025-07-30,26.0,10.0,No Change
Gamma,tsk-039,Update_007,Task 039,NA,NA,0.0,0.0,Initial
Gamma,tsk-039,Update_008,Task 039,2025-07-04,2025-07-30,26.0,10.0,Initial
Gamma,tsk-039,Update_009,Task 039,2025-07-04,2025-07-30,26.0,10.0,No Change
Gamma,tsk-039,Update_010,Task 039,2025-07-04,2025-07-30,26.0,10.0,No Change
Gamma,tsk-039,Update_011,Task 039,2025-07-04,2025-07-30,26.0,10.0,No Change
Gamma,tsk-039,Update_012,Task 039,2025-07-04,2025-07-30,26.0,10.0,No Change
Gamma,tsk-039,Update_013,Task 039,2025-07-04,2025-07-30,26.0,10.0,No Change
Gamma,tsk-039,Update_014,Task 039,2025-07-04,2025-07-30,26.0,10.0,No Change
Gamma,tsk-039,Update_015,Task 039,2025-07-04,2025-07-30,26.0,10.0,No Change
Gamma,tsk-040,Update_001,Task 040,2025-05-28,NA,0.0,0.0,Initial
Gamma,tsk-040,Update_002,Task 040,2025-05-28,NA,0.0,0.0,Initial
Gamma,tsk-040,Update_003,Task 040,2025-05-28,NA,0.0,0.0,Initial
Gamma,tsk-040,Update_004,Task 040,2025-05-28,NA,0.0,0.0,Initial
Gamma,tsk-040,Update_005,Task 040,2025-05-28,NA,0.0,0.0,Initial
Gamma,tsk-040,Update_006,Task 040,2025-05-28,2025-06-17,20.0,10.0,Initial
Gamma,tsk-040,Update_007,Task 040,NA,NA,0.0,0.0,Initial
Gamma,tsk-040,Update_008,Task 040,2025-05-28,2025-06-17,20.0,10.0,Initial
Gamma,tsk-040,Update_009,Task 040,2025-05-28,2025-06-17,20.0,10.0,No Change
Gamma,tsk-040,Update_010,Task 040,2025-05-28,2025-06-17,20.0,10.0,No Change
Gamma,tsk-040,Update_011,Task 040,2025-05-28,2025-06-17,20.0,10.0,No Change
Gamma,tsk-040,Update_012,Task 040,2025-05-28,2025-06-17,20.0,10.0,No Change
Gamma,tsk-040,Update_013,Task 040,2025-05-28,2025-06-17,20.0,10.0,No Change
Gamma,tsk-040,Update_014,Task 040,2025-05-28,2025-06-17,20.0,10.0,No Change
Gamma,tsk-040,Update_015,Task 040,2025-05-28,2025-06-17,20.0,10.0,No Change
Gamma,tsk-041,Update_001,Task 041,2025-08-24,NA,0.0,0.0,Initial
Gamma,tsk-041,Update_002,Task 041,2025-08-24,2025-09-15,22.0,10.0,Initial
Gamma,tsk-041,Update_003,Task 041,2025-08-24,2025-09-15,22.0,10.0,No Change
Gamma,tsk-041,Update_004,Task 041,2025-08-24,2025-09-08,15.0,10.0,Recovered
Gamma,tsk-041,Update_005,Task 041,2025-08-24,2025-09-08,15.0,10.0,No Change
Gamma,tsk-041,Update_006,Task 041,2025-08-24,2025-09-08,15.0,10.0,No Change
Gamma,tsk-041,Update_007,Task 041,NA,NA,0.0,0.0,Initial
